Case Numbers,Total Records by Case,Project Name,Net Units,Block Lot,Min Filed,Max Action,Allowed Height,Plan Area,Case Decision Date,Case Decision,Q4 Report Status,Last Planning Suffix,Last Planning Action,Days,EP Complete,EP Interim,EP Open,Cat Ex 32,CPE,Neg Dec,EIR,E,C,V,X,D,A,R,Total,Diff,Multiple,Cancelled Planning,Cancelled BP,In Current Planning,BP Reinstated,BP Issued,Occupancy Permit,Planning Approved,Case # in Q4 Report,Blocklot in Q4 Report,In Q4 Report,Possibly Missing Data,Final Status,Case Year,Filing Year,Action Year,Should Be,Reason,Project Size Class
2011.0176,2,1251 turk street,98,0757025,2/22/2011,2/2/2012,50,0,2/2/2012,Approved,BP ISSUED,C,Approved,345,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2011,2011,2012,,,Large
2011.0187,2,1001 17th st and 140 pennsylvania s,40,3987009,2/24/2011,9/26/2013,48,1,9/26/2013,Approved,0,X,Approved,945,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2013,,,Medium
2005.0911,3,616 divisadero st,9,1202002J,9/21/2005,10/12/2010,65,0,10/12/2010,Cancelled,0,C,Cancelled,1847,1,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2005,2005,2010,,,Small
2011.0209,3,325 balboa st,4,1640051,3/3/2011,9/23/2011,40,0,9/23/2011,Withdrawn,BP ISSUED,V,Approved,204,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,2,0,0,0,0,1,1,1,0,Open,2011,2011,2011,Cancelled,,Small
2008.0432,1,616 divisadero st,8,#N/A,4/14/2008,2/25/2010,#N/A,#N/A,2/25/2010,Cancelled,0,C,Cancelled,682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2010,,,Small
2011.0237,1,435 duboce avenue,1,3537087,3/10/2011,8/10/2011,40,1,6/29/2012,Approved,PL Approved,V,Approved,153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2011,,,Small
2011.0244,1,471 fulton st,2,0793026,3/16/2011,5/25/2011,40,1,,Disapproved,PL Filed,V,Denied,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2011,2011,2011,,,Small
2011.0262,2,1551 franklin st,1,0665002,3/22/2011,6/6/2011,130,0,6/6/2011,Approved,PL Approved,C,Approved,76,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2011,,,Small
2011.0289,1,717 paris st,1,6349021,3/29/2011,5/27/2011,40,0,,,BP ISSUED,E,EP Complete,59,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2011,,,Small
2011.0311,1,2882 - 2890 geary blvd,2,1069045,4/5/2011,5/26/2011,40,0,5/26/2011,Cancelled,BP Filed,C,Withdrawn,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Cancelled,2011,2011,2011,,,Small
2011.0312,5,1321 mission street/104 - 9th stree,80,3509043,7/8/2011,4/4/2013,120,1,5/24/2011,Approved,BP ISSUED,V,Approved,636,1,0,0,0,0,1,0,1,1,1,2,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2013,,,Large
2010.0636,2,622 27th av,1,1569031,8/2/2010,5/10/2012,40,0,5/10/2012,Approved,PL Approved,D,Approved,647,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,0,Approved,2010,2010,2012,,,Small
2011.0390,1,5727 geary bl,1,1523046B,4/19/2011,5/26/2011,40,0,5/26/2011,Cancelled,BP Filed,C,Withdrawn,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2011,2011,2011,,,Small
2011.0399,2,401 grove st,63,#N/A,4/25/2011,7/14/2011,#N/A,#N/A,7/14/2011,Approved,0,C,Approved,80,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2011,,,Large
2011.0416,1,1450 sanchez street,1,6602001,4/28/2011,6/1/2011,40,0,6/1/2011,Withdrawn,0,V,Withdrawn,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2011,2011,2011,,,Small
2011.0430,2,480 potrero avenue,84,3973002C,8/5/2011,10/22/2013,58,1,8/8/2013,Approved,BP Filed,E,EP Complete,809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2013,,,Large
2011.0439,1,4159 24th st,1,6506034,5/3/2011,6/16/2011,40,0,,,CONSTRUCTION,E,EP Complete,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2011,,,Small
2011.0470,1,4335 lincoln wy,1,1706045,5/6/2011,6/17/2011,40,0,,,PL Filed,E,EP Complete,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2011,,,Small
2011.0484,1,226 - 228 haight st,1,0851012,5/10/2011,9/23/2011,40,1,9/23/2011,Approved,PL Approved,V,Approved,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2011,,,Small
2011.0527,1,3527 18th street,2,3588001C,5/19/2011,2/3/2012,55,1,2/3/2012,Approved,PL Approved,V,Approved,260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2012,,,Small
2011.0536,1,3143 24th st,3,6520035,5/23/2011,10/1/2012,55,1,,CEQA,PL Filed,E,EP Complete,497,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2012,,,Small
2012.0259,1,622 27th av,1,#N/A,3/9/2012,5/10/2012,#N/A,#N/A,5/10/2012,Approved,0,D,Approved,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Approved,2012,2012,2012,,,Small
2011.0567,2,300 grant avenue (aka 272 sutter),45,#N/A,6/1/2011,10/20/2011,#N/A,#N/A,10/20/2011,Approved,PL Approved,V,Approved,141,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,Approved,2011,2011,2011,,,Medium
2011.0580,2,1650 chestnut st,2,0482014,6/6/2011,12/14/2011,40,0,12/14/2011,Approved,0,V,Approved,191,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2011,,,Small
2011.0588,4,929 broderick st,1,1152006,6/7/2011,5/15/2012,40,0,,Approved,PL Approved,V,Approved,343,1,1,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2012,,,Small
2011.0632,1,1710 diamond st,3,#N/A,6/16/2011,7/7/2011,#N/A,#N/A,7/7/2011,Approved,0,D,Approved,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2011,,,Small
2011.0659,3,795 - 797 22nd street,2,4172034B,6/23/2011,7/6/2012,45,1,,Withdrawn,PL Filed,E,Withdrawn,379,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,Cancelled,2011,2011,2012,,,Small
2011.0665,1,680 douglass street,1,2802006,6/23/2011,12/13/2011,40,0,12/13/2011,Approved,0,V,Approved,173,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2011,,,Small
2011.0671,2,1395 22nd st / aka: 790 pennsylvani,251,4167011,3/1/2013,,40,1,,,0,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,Open,2011,2013,,,,Large
2011.0702,3,101 polk st,162,0811002,4/13/2012,5/9/2013,120,0,1/1/2011,Approved,BP Filed,X,Approved,391,1,0,0,0,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,Approved,2011,2012,2013,,,Large
2011.0717,1,1123 folsom st,2,3755101,7/7/2011,10/19/2011,50,1,10/19/2011,Approved,0,V,Approved,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2011,,,Small
2011.0744,2,market octavia - parcel p,182,0831023,8/3/2011,6/28/2012,50,1,2/25/2014,Approved,CONSTRUCTION,C,Approved,330,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2012,,,Large
2011.0762,1,4324 anza st,1,1510022,7/20/2011,8/22/2011,40,0,,,CONSTRUCTION,E,EP Complete,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2011,2011,2011,,,Small
2011.0763,1,436 moraga st,1,1933024,7/20/2011,8/22/2011,40,0,,,PL Filed,E,EP Complete,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2011,,,Small
2011.0830,1,2882 geary bl,2,1069045,8/2/2011,11/6/2012,40,0,11/6/2012,Approved,BP Filed,V,Approved,462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2012,,,Small
2011.0924,2,"2419, 2421 & 2435 lombard st",8,0937028,4/20/2012,9/19/2013,40,0,9/19/2013,Approved,BP Filed,C,Approved,517,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,Approved,2011,2012,2013,,,Small
2011.0931,3,8 octavia blvd.,49,0855011,12/5/2011,9/6/2012,85,1,9/6/2012,CEQA,CONSTRUCTION,C,Approved,276,2,0,0,0,2,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2011,2011,2012,,,Medium
2011.1040,1,621 stockton st,1,0256003,9/7/2011,5/10/2012,65,0,,Approved,PL Approved,V,Approved,246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2012,,,Small
2011.1043,3,1400 mission street,190,3507042,12/9/2011,1/17/2013,80,1,1/17/2013,Approved,BP ISSUED,C,Approved,405,1,0,0,0,0,0,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2013,,,Large
2011.1122,4,75 howard st,186,3741031,1/13/2012,,200,1,,,PL Filed,X,No Action/Open,-1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,4,0,0,0,0,3,0,0,0,0,1,1,1,1,Open,2011,2012,,,,Large
2011.1133,1,1625 van ness av,1,0642003,10/4/2011,,80,0,,,PL Filed,C,No Action/Open,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2011,2011,,,,Small
2011.1300,1,901 16th street/1200 17th street,200,#N/A,4/4/2012,,#N/A,#N/A,3/28/2012,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,Open,2011,2012,,,,Large
2011.1305,1,43-45 noe street,1,3538044,11/17/2011,10/26/2012,40,1,10/26/2012,Approved,0,V,Approved,344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2012,,,Small
2011.1373,3,4126 17th street,3,2623028,12/8/2011,2/28/2014,40,0,2/28/2014,Approved,0,V,Approved,813,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2014,,,Small
2011.1374,2,800 indiana street,340,4105009,3/30/2012,,58,1,2/1/2012,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,Open,2011,2012,,,,Large
2006.0913,1,639 natoma st,2,#N/A,8/3/2006,4/27/2007,#N/A,#N/A,,Cancelled,0,E,Cancelled,267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2006,2006,2007,,,Small
2011.1405,1,322 28th street,1,6602010,12/15/2011,3/26/2012,40,0,3/26/2012,Approved,0,V,Approved,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2012,,,Small
2011.1406,1,1622 11th avenue,1,#N/A,12/15/2011,3/22/2012,#N/A,#N/A,3/22/2012,Approved,CONSTRUCTION,D,Approved,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,Approved,2011,2011,2012,,,Small
2011.1416,1,70-74 gold mine drive,2,7520033,12/19/2011,7/18/2012,40,0,11/15/2012,Approved,BP ISSUED,E,EP Complete,212,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2012,,,Small
2011.1435,1,5087- 5089 mission street,1,6347016,12/22/2011,8/23/2012,65,0,8/23/2012,Approved,0,V,Approved,245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2011,2011,2012,,,Small
2009.0514,1,639 natoma st,1,3727035,6/11/2009,8/11/2011,40,1,,,CONSTRUCTION,E,EP Complete,791,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,Approved,2009,2009,2011,,,Small
2012.0031,2,1000 baker st,1,1117006,1/10/2012,11/6/2012,25,0,11/6/2012,Disapproved,0,V,Denied,301,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2012,2012,2012,,,Small
2012.0032,4,100 van ness av,399,0814020,3/30/2012,9/14/2012,200,1,,CEQA,CONSTRUCTION,V,Approved,168,2,0,0,0,2,0,0,2,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Large
2012.0033,4,218 buchanan st,440,0857001,1/10/2012,5/7/2013,40,1,,,0,E,EP Interim,483,1,1,0,0,0,0,1,1,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2012,2012,2013,,,Large
2012.0045,3,5800 3rd street,271,5415002,4/13/2012,10/25/2012,65,0,10/25/2012,Approved,0,R,Approved,195,1,0,0,0,0,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,1,0,Approved,2012,2012,2012,,,Large
2012.0081,4,450 hayes street,41,0808039,4/9/2012,9/4/2013,40,1,,,BP Filed,V,Approved,513,0,2,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Medium
2012.0083,4,400 grove street,33,0793103,3/28/2012,4/23/2013,40,1,1/27/2014,Approved,0,V,Approved,391,2,0,0,0,2,0,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2012,2012,2013,,,Medium
2012.0095,1,1727 lombard st,14,0506036,1/31/2012,,40,0,,,PL Filed,C,No Action/Open,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2012,2012,,,,Medium
2012.0101,2,427 31st av,1,1463005,2/1/2012,8/30/2013,40,0,,Approved,BP REINSTATED,D,Approved,576,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2006.0144,3,651 dolores street,8,3598028,2/2/2006,4/4/2013,40,0,4/4/2013,Cancelled,PL Approved,V,Cancelled,2618,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,Cancelled,2006,2006,2013,,,Small
2012.0131,1,455 potrero av,2,3974020,2/9/2012,11/26/2012,58,1,,,PL Filed,E,EP Complete,291,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2012.0132,2,471 24th avenue,2,1456013,2/10/2012,12/10/2013,40,0,,,BP REINSTATED,E,EP Complete,669,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2012,2012,2013,,,Small
2011.1385,3,651 dolores street,4,3598028,12/13/2011,2/25/2014,40,0,2/25/2014,Approved,PL Approved,V,Approved,805,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,1,0,Approved,2011,2011,2014,,,Small
2012.0169,1,345 6th street,36,#N/A,2/23/2012,5/3/2012,#N/A,#N/A,5/3/2012,Approved,BP Filed,C,Approved,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,Approved,2012,2012,2012,,,Medium
2012.0194,1,459 geary st,1,0316018,6/25/2012,7/26/2012,130,0,7/26/2012,Approved,0,X,Approved,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2012,2012,2012,,,Small
2012.0234,1,190 parker av,1,1065026A,3/6/2012,1/24/2013,40,0,1/24/2013,Cancelled,0,V,Cancelled,324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2012,2012,2013,,,Small
2007.0921,3,673 44th av,2,1587012,8/14/2007,9/24/2009,40,0,9/24/2009,Disapproved,0,D,Denied,772,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2007,2007,2009,,,Small
2012.0258,3,1500 page st,17,1223004,5/22/2013,1/14/2014,40,0,1/13/2014,Approved,0,C,Approved,237,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,Approved,2012,2013,2014,,,Medium
2008.1155,1,673 44th av,1,#N/A,10/1/2008,9/24/2009,#N/A,#N/A,9/24/2009,Disapproved,0,D,Denied,358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2008,2008,2009,,,Small
2012.0325,2,344 fulton street (parcel f),75,0785029,8/6/2012,4/19/2013,65,1,4/23/2013,Approved,BP ISSUED,E,EP Complete,256,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Large
2012.0350,1,1721-1723 church street,1,6633020,3/15/2012,10/18/2012,40,0,10/18/2012,Approved,PL Approved,V,Approved,217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2012.0356,2,280 07th st,2,3730009,9/11/2012,,50,1,,,PL Filed,C,No Action/Open,-1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2012,2012,,,,Small
2012.0372,1,800 brotherhood way,182,#N/A,3/22/2012,,#N/A,#N/A,5/22/2012,Withdrawn,0,C,No Action/Open,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Open,2012,2012,,,,Large
2012.0463,1,2923 harrison street,1,4271034,4/5/2012,8/21/2012,40,1,8/21/2012,Approved,BP ISSUED,V,Approved,138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2012.0482,2,571 21st av,1,1564013,4/10/2012,2/13/2013,40,0,2/13/2013,Approved,BP Filed,V,Approved,309,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.0516,1,2075 bancroft av,2,5426031,4/19/2012,,40,0,,,PL Filed,E,No Action/Open,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Open,2012,2012,,,,Small
2006.1287,2,71 bishop st,1,#N/A,10/19/2006,2/23/2007,#N/A,#N/A,,Approved,BP ISSUED,E,EP Complete,127,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,Open,2006,2006,2007,,,Small
2012.0539,1,230 02nd av,2,#N/A,4/24/2012,1/31/2013,#N/A,#N/A,1/31/2013,Withdrawn,PL Approved,D,Withdrawn,282,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Cancelled,2012,2012,2013,,,Small
2012.0556,2,dpw - 401 harrison street,299,3765022,4/25/2012,6/3/2014,550,1,5/24/2012,Approved,CONSTRUCTION,R,EP Complete,769,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,Approved,2012,2012,2014,,,Large
2009.0228,1,71 bishop st,1,#N/A,3/24/2009,,#N/A,#N/A,,,0,D,No Action/Open,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Open,2009,2009,,,,Small
2012.0654,3,834 44th av,1,1686033,5/18/2012,12/18/2013,40,0,,Withdrawn,0,D,Withdrawn,579,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Cancelled,2012,2012,2013,,,Small
2012.0669,1,1069 capp street,2,6527019,5/24/2012,11/16/2012,40,1,5/29/2014,Approved,BP ISSUED,V,Approved,176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2012.0680,3,645 - 649 duncan street,5,6604039,5/25/2012,9/19/2013,40,0,9/19/2013,Approved,PL Approved,D,Approved,482,1,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.0727,1,30 conrad st,1,7552003,6/7/2012,7/26/2013,40,0,,,0,E,EP Complete,414,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2012,2012,2013,,,Small
2012.0733,1,135 yukon st,1,2716033,6/11/2012,8/23/2012,40,0,,,CONSTRUCTION,E,EP Complete,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2006.0441,3,721 beach st,4,0025017,3/28/2006,2/25/2010,40,0,8/29/2006,Cancelled,BP REINSTATED,V,Cancelled,1430,2,0,0,0,0,1,0,2,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,1,0,Cancelled,2006,2006,2010,,,Small
2012.0746,1,202 broad st,2,7106058,6/14/2012,6/14/2012,40,0,,CEQA,PL Approved,E,EP Complete,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2012,2012,2012,,,Small
2012.0753,1,200 broad st,2,7106058,6/14/2012,6/14/2012,40,0,,CEQA,PL Approved,E,EP Complete,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2012.0793,3,346 potrero avenue,75,3962008,10/12/2012,2/3/2014,85,1,8/20/2012,,BP Filed,E,EP Complete,479,2,0,0,0,2,0,0,2,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2012,2012,2014,,,Large
2012.0818,10,4546 19th street,1,2700012,6/28/2012,2/13/2014,40,0,2/13/2014,Approved,PL Filed,V,Approved,595,1,0,0,0,0,0,0,1,0,1,0,8,0,0,10,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2014,,,Small
2012.0820,1,2538 3rd street,1,4172006,6/28/2012,10/26/2012,45,1,10/26/2012,Approved,BP ISSUED,V,Approved,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2012,2012,2012,,,Small
2012.0821,1,230 11th street,4,3516005,6/28/2012,11/28/2012,50,1,11/28/2012,Approved,CONSTRUCTION,V,Approved,153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2012,,,Small
2012.0824,1,1513-1517 church street,1,6593022,6/28/2012,,40,0,,,PL Filed,V,No Action/Open,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,Open,2012,2012,,,,Small
2012.0838,1,230 2nd ave,3,1432037,7/2/2012,11/16/2012,40,0,,,PL Approved,E,Approved,137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,Approved,2012,2012,2012,,,Small
2012.0852,2,639 peralta avenue,2,5634014,7/5/2012,4/5/2013,40,0,4/5/2013,Approved,BP Filed,V,Approved,274,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.0854,1,2395 diamond street,1,7551107,7/5/2012,9/7/2012,40,0,9/7/2012,Approved,0,V,Approved,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Approved,2012,2012,2012,,,Small
2012.0859,1,70 crestline drive,4,#N/A,7/5/2012,,#N/A,#N/A,9/6/2013,Approved,BP ISSUED,D,No Action/Open,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Open,2012,2012,,Open,Still active D,Small
2012.0885,1,930 shotwell st,1,3641076,7/12/2012,3/19/2013,40,1,,CEQA,BP ISSUED,E,EP Complete,250,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,Approved,2012,2012,2013,,,Small
2012.0909,1,690 page st,12,0843016,1/16/2013,4/29/2014,40,0,,,BP Filed,E,EP Complete,468,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,Approved,2012,2013,2014,,,Medium
