"","Case.Numbers","Total.Records.by.Case","Project.Name","Net.Units","Block.Lot","Min.Filed","Max.Action","Allowed.Height","Plan.Area","Case.Decision.Date","Case.Decision","Q4.Report.Status","Last.Planning.Suffix","Last.Planning.Action","Days","ER.Complete","ER.Interim","ER.Open","C","V","X","D","BP","R","Total","Diff","Multiple","Cancelled.Planning","Cancelled.BP","In.Current.Planning","BP.Reinstated","BP.Issued","Occupancy.Permit","Planning.Approved","Case...in.Q4.Report","Blocklot.in.Q4.Report","In.Q4.Report","Missing.Data","Case.Year","Filing.Year","Action.Year","Notes","More","Manual.Exclusion","QC.Check.Against.Quarterly","Possible.False.Negative","Reason","Should.Be","Possible.False.Positive","Overriden.Date","unitgrp","hgrp1","hgrp2","M","ydiff","unitgrp2"
"477",2008.1349,1,"2919 laguna st",1,"531004","12/9/08 0:00","3/19/09 0:00",40,"FALSE","10/22/09","Approved","PL Approved","E","ER Complete",100,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,1,1,1,0,2008,2008,2009,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",1,"0"
"478",2008.1377,3,"338 carl st",1,"1265047","12/16/08 0:00","3/18/09 0:00",40,"FALSE","3/18/09","Approved","CONSTRUCTION","V","Approved",92,0,0,0,"FALSE","TRUE","FALSE","FALSE",2,"FALSE",3,0,0,0,0,0,0,2,0,1,1,0,1,0,2008,2008,2009,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"481",2008.0862,1,"1622 broadway",34,"570010","7/22/08 0:00","3/12/09 0:00",80,"FALSE","3/12/09","Approved","PL Approved","C","Approved",233,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,1,1,1,0,2008,2008,2009,"","",NA,0,NA,"","",NA,NA,"2","2","2","TRUE",1,"1"
"482",2009.0051,2,"212 23rd av",1,"1411022","1/21/09 0:00","3/11/09 0:00",40,"FALSE","3/13/09","Approved","CONSTRUCTION","E","ER Complete",49,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2009,2009,2009,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"483",2005.0267,3,"181 turk st/180 jones",32,"343014","3/16/05 0:00","3/5/09 0:00",120,"FALSE","3/19/09","Approved","0","C","Approved",1450,0,1,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,1,0,0,1,0,0,0,0,2005,2005,2009,"","",NA,0,NA,"","",NA,NA,"2","2","3","FALSE",4,"1"
"484",2008.0633,1,"1239 17th st",1,"3985027","5/29/08 0:00","2/27/09 0:00",48,"TRUE","2/27/09","Approved","BP Filed","C","Cancelled",274,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,1,0,0,0,0,0,1,0,1,1,0,2008,2008,2009,"","",NA,0,1,"Withdrawn Status Ambiguous","Approved",NA,NA,"1","1","1","FALSE",1,"0"
"485",2007.1134,1,"5 cyrus pl",1,"155052","10/3/07 0:00","2/23/09 0:00",65,"FALSE","2/23/09","Approved","0","V","Approved",509,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2009,"","",NA,1,NA,"","",NA,NA,"1","2","1","FALSE",2,"0"
"486",2006.0826,5,"1946 polk st",43,"596024","7/10/06 0:00","2/19/09 0:00",65,"FALSE","8/3/07","Approved","0","V","Approved",955,0,1,0,"TRUE","TRUE","FALSE","FALSE",2,"FALSE",5,0,0,0,0,0,0,1,1,1,0,0,0,0,2006,2006,2009,"Complete, opening later this year","",NA,0,NA,"","",NA,NA,"2","2","1","FALSE",3,"1"
"487",2003.0262,7,"1455 market st",450,"3507039","3/10/03 0:00","2/18/09 0:00",150,"TRUE","7/20/05","Approved","BP ISSUED","E","ER Complete",2172,2,1,0,"TRUE","TRUE","TRUE","FALSE",0,"TRUE",7,0,0,0,0,0,0,0,0,1,0,1,1,0,2003,2003,2009,"Exists as another case, Updates to 2004.0773, complex case started as one ended as another","2004.0773 in Q4 Report",NA,0,NA,"","",NA,NA,"3","2","3","FALSE",6,"1"
"488",2006.1294,2,"110 the embarcadero",20,"3715002","10/19/06 0:00","2/15/09 0:00",84,"FALSE","12/30/09","Withdrawn","0","X","Approved",850,0,1,0,"FALSE","FALSE","TRUE","FALSE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2009,"","",NA,1,NA,"","",NA,NA,"2","2","2","FALSE",3,"1"
"489",2008.14,2,"1200 silver av",6,"5918029","12/23/08 0:00","2/11/09 0:00",40,"FALSE","2/17/09","Approved","PL Approved","E","ER Complete",50,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,1,1,1,0,2008,2008,2009,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"491",2004.0549,1,"1836 noriega st",1,"2024027","6/10/04 0:00","2/5/09 0:00",40,"FALSE","2/5/09","Approved","0","C","Approved",1701,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2004,2004,2009,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",5,"0"
"493",2008.1307,1,"605 mississippi st",1,"4103036","11/25/08 0:00","1/20/09 0:00",40,"TRUE","1/23/09","Approved","PL Approved","E","ER Complete",56,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2008,2008,2009,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"494",2008.1087,2,"1427 - 1429 shrader street",1,"1288005","9/17/08 0:00","1/20/09 0:00",40,"FALSE","1/27/12","Approved","0","E","ER Complete",125,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2008,2008,2009,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"495",2008.0005,2,"439 bowdoin st",1,"5918026","1/3/08 0:00","1/15/09 0:00",40,"FALSE","1/15/09","Approved","PL Approved","C","Approved",378,0,0,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",2,0,0,1,0,0,0,0,0,1,1,1,1,0,2008,2008,2009,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"496",2008.1031,1,"538 40th av",1,"1505026","8/27/08 0:00","1/13/09 0:00",40,"FALSE","1/16/09","Approved","0","E","ER Complete",139,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,2008,2009,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"497",2008.0985,3,"1621 irving st",2,"1772013","8/15/08 0:00","1/12/09 0:00",40,"FALSE","1/16/09","Approved","0","E","ER Complete",150,1,0,0,"FALSE","FALSE","FALSE","FALSE",2,"FALSE",3,0,0,0,0,0,0,1,1,1,0,0,0,0,2008,2008,2009,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"498",2007.1337,4,"134-140 new montgomery st",175,"3722008","11/19/07 0:00","1/8/09 0:00",150,"FALSE","12/11/08","Approved","0","V","Approved",416,1,0,0,"FALSE","TRUE","TRUE","FALSE",1,"FALSE",4,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2009,"","",NA,1,NA,"","",NA,NA,"3","2","3","FALSE",2,"1"
"499",2008.0072,26,"2011 bayshore blvd/hester av",64,"5054A093","10/30/08 0:00","1/2/09 0:00",40,"FALSE","1/17/08","Approved","0","R","Approved",64,0,0,0,"FALSE","FALSE","FALSE","FALSE",25,"TRUE",26,0,0,0,0,0,0,5,19,1,0,0,0,0,2008,2008,2009,"","",NA,0,NA,"","",NA,NA,"3","1","1","FALSE",1,"1"
"500",2006.0881,3,"420 - 430 29th avenue",20,"1460014B","7/25/06 0:00","12/18/08 0:00",40,"FALSE","12/18/08","Approved","0","C","Approved",877,0,1,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2008,"Withdrawn, according to PIM, but does not show up in my data as such","",1,1,NA,"","",NA,NA,"2","1","1","FALSE",2,"1"
"501",2007.1383,3,"474 natoma st",58,"3725101","12/5/07 0:00","12/16/08 0:00",120,"TRUE","12/16/08","Approved","CONSTRUCTION","V","Approved",377,0,0,0,"TRUE","TRUE","TRUE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"3","2","3","FALSE",1,"1"
"502",2008.0988,4,"335 oak st",4,"839025","8/18/08 0:00","12/15/08 0:00",40,"TRUE","11/20/08","Approved","0","V","Approved",119,0,0,0,"TRUE","TRUE","FALSE","FALSE",2,"FALSE",4,0,0,0,0,0,0,0,2,1,0,0,0,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"503",2008.0392,1,"472 ellis st",60,"323015","4/2/08 0:00","12/12/08 0:00",80,"FALSE","12/12/08","Approved","0","V","Approved",254,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,2008,2008,"","",NA,1,NA,"","",NA,NA,"3","2","2","FALSE",0,"1"
"504",2007.1014,5,"1011 tennessee st",3,"4108003G","10/29/07 0:00","12/11/08 0:00",50,"TRUE","","Approved","0","V","Approved",409,1,0,0,"TRUE","TRUE","FALSE","FALSE",2,"FALSE",5,0,0,0,0,0,0,0,1,1,0,0,0,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"505",2008.0795,2,"574 natoma st",10,"3726075","7/2/08 0:00","12/11/08 0:00",45,"TRUE","12/11/08","CEQA","BP Filed","V","Cancelled",162,0,1,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",2,0,1,1,0,0,0,0,0,1,1,1,1,0,2008,2008,2008,"","",NA,0,1,"Withdrawn Status Ambiguous","Approved",NA,NA,"2","1","1","TRUE",0,"1"
"507",2007.0168,4,"227 west point road",401,"4624003","2/14/07 0:00","12/10/08 0:00",40,"FALSE","12/10/08","Approved","CONSTRUCTION","R","Approved",665,0,1,1,"TRUE","FALSE","FALSE","FALSE",0,"TRUE",4,0,0,0,0,0,0,0,0,1,1,0,1,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"3","1","1","FALSE",1,"1"
"508",2005.1018,3,"570 jessie st",47,"3703086","11/2/05 0:00","12/5/08 0:00",120,"FALSE","10/23/08","Approved","BP Filed","V","Approved",1129,0,1,0,"FALSE","TRUE","TRUE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,1,1,1,0,2005,2005,2008,"","",NA,0,NA,"","",NA,NA,"2","2","3","FALSE",3,"1"
"509",2005.0888,3,"411 valencia st",8,"3554027","9/14/05 0:00","11/21/08 0:00",55,"TRUE","","Approved","0","E","ER Interim",1164,0,1,0,"FALSE","FALSE","FALSE","FALSE",2,"FALSE",3,0,0,0,0,0,0,1,1,1,0,0,0,0,2005,2005,2008,"","",NA,0,0,"","",NA,NA,"1","1","1","FALSE",3,"0"
"510",2007.0487,3,"401 grove street",70,"808036","5/23/07 0:00","11/20/08 0:00",50,"TRUE","11/20/08","Approved","0","C","Approved",547,0,1,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,1,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"3","1","1","FALSE",1,"1"
"511",2008.1172,2,"1101 so. van ness",3,"3638085","10/2/08 0:00","11/20/08 0:00",55,"TRUE","11/20/08","Approved","0","D","Approved",49,0,0,0,"FALSE","FALSE","FALSE","TRUE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,2008,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"512",2006.1406,1,"4044 balboa st",6,"1584019","11/21/06 0:00","11/19/08 0:00",40,"FALSE","11/19/08","","0","C","Replaced",729,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","TRUE",2,"0"
"513",2006.0432,5,"299 valencia st",36,"3532014","3/23/06 0:00","11/14/08 0:00",50,"TRUE","11/6/08","Approved","0","V","Cancelled",967,0,1,0,"TRUE","TRUE","FALSE","FALSE",2,"FALSE",5,0,0,1,0,0,0,0,2,1,0,0,0,0,2006,2006,2008,"","",NA,0,1,"Withdrawn Status Unclear","Approved",NA,NA,"2","1","1","FALSE",2,"1"
"514",2005.1066,3,"2800 sloat bl",55,"2515001","11/15/05 0:00","11/13/08 0:00",100,"FALSE","11/13/08","Approved","0","C","Approved",1094,0,0,1,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",3,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2005,2008,"","",NA,0,NA,"","",NA,NA,"3","2","3","FALSE",3,"1"
"516",2008.1151,1,"474 11th av",1,"1534026","9/30/08 0:00","11/13/08 0:00",40,"FALSE","12/1/08","Approved","BP Filed","E","ER Complete",44,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"518",2006.1248,4,"55 09th st",260,"3701063","9/27/06 0:00","11/8/08 0:00",200,"FALSE","","Approved","0","C","Approved",773,1,0,0,"TRUE","TRUE","TRUE","FALSE",0,"FALSE",4,0,1,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2008,"","",NA,1,NA,"","",NA,NA,"3","2","3","TRUE",2,"1"
"521",2008.0866,2,"281 ellis st",1,"331014","7/23/08 0:00","10/30/08 0:00",130,"FALSE","","Approved","0","V","Approved",99,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","2","3","FALSE",0,"0"
"522",2008.0807,2,"371 06th av",1,"1438015","7/8/08 0:00","10/29/08 0:00",40,"FALSE","10/29/08","Approved","0","V","Approved",113,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,1,0,0,0,0,0,1,1,0,0,0,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","TRUE",0,"0"
"524",2007.0938,1,"1742 jones st",1,"150025","10/24/07 0:00","10/28/08 0:00",40,"FALSE","10/28/08","Approved","0","V","Approved",370,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"525",2006.046,3,"690 stanyan st",62,"1228005","4/3/06 0:00","10/23/08 0:00",40,"FALSE","10/23/08","CEQA","0","C","Approved",934,0,2,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2008,"","",NA,1,NA,"","",NA,NA,"3","1","1","FALSE",2,"1"
"526",2008.0686,2,"3931 24th st",1,"6508035","6/12/08 0:00","10/23/08 0:00",40,"FALSE","10/23/08","Approved","BP APPROVED","C","Approved",133,0,0,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2008,2008,2008,"Cancelled, appears to have been cancelled in building?","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"527",2007.1481,2,"4035 18th st",1,"3583082","12/31/07","10/23/08 0:00",40,"FALSE","10/23/08","Approved","CONSTRUCTION","C","Approved",297,0,0,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,1,1,1,0,2007,2007,2008,"","",NA,0,NA,"","",NA,1,"1","1","1","FALSE",1,"0"
"528",2008.0722,1,"485 corbett av",1,"2712003","6/19/08 0:00","10/21/08 0:00",40,"FALSE","10/21/08","Approved","0","V","Approved",124,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,2008,2008,"Unclear, appears it's in Building triage as of March 2013?","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"529",2007.1397,4,"1266 09th av",6,"1742043","12/7/07 0:00","10/16/08 0:00",40,"FALSE","10/16/08","Approved","CONSTRUCTION","C","Approved",314,1,0,0,"TRUE","FALSE","FALSE","FALSE",2,"FALSE",4,0,0,0,0,0,0,0,2,1,1,1,1,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"531",2008.0496,3,"3645 23rd st",1,"3647032","4/29/08 0:00","10/9/08 0:00",40,"FALSE","10/10/08","Approved","0","E","ER Complete",163,1,0,0,"FALSE","FALSE","FALSE","FALSE",2,"FALSE",3,0,0,0,0,0,0,0,1,1,0,0,0,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"532",2008.1063,2,"1280 hampshire st",3,"4266013","9/9/08 0:00","10/8/08 0:00",40,"TRUE","10/9/08","Approved","0","E","ER Complete",29,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"533",2006.1419,4,"19 tehama st",5,"3736079","11/28/06","10/3/08 0:00",200,"TRUE","5/22/07","Approved","0","V","Approved",675,0,0,0,"FALSE","TRUE","TRUE","FALSE",1,"FALSE",4,0,0,0,0,0,0,1,0,1,0,0,0,0,2006,2006,2008,"","",NA,1,NA,"","",NA,1,"1","2","3","FALSE",2,"0"
"534",2006.0864,1,"2245 geneva avenue",9,"6322008H","7/20/06","10/2/08 0:00",40,"FALSE","8/15/06","Approved","0","C","Approved",805,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,2008,"","",NA,1,NA,"","",NA,1,"1","1","1","FALSE",2,"0"
"535",2005.047,4,"166 townsend st",66,"3788012","5/13/05 0:00","9/30/08 0:00",65,"TRUE","9/4/08","Approved","0","V","Approved",1236,1,1,0,"TRUE","TRUE","FALSE","FALSE",0,"FALSE",4,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2005,2008,"","",NA,0,NA,"","",NA,NA,"3","2","1","FALSE",3,"1"
"537",2007.0201,1,"1131 montgomery st",1,"0133006A","2/23/07 0:00","9/26/08 0:00",40,"FALSE","","Approved","0","E","ER Complete",581,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"538",2007.1422,5,"126 guerrero st",1,"3534005","12/11/07 0:00","9/26/08 0:00",40,"TRUE","3/12/09","Approved","0","V","Approved",290,0,0,0,"FALSE","TRUE","FALSE","TRUE",1,"FALSE",5,0,0,0,0,2,0,0,1,1,0,0,0,0,2007,2007,2008,"","",NA,0,1,"D Record remain open","Approved",NA,NA,"1","1","1","FALSE",1,"0"
"541",2007.0468,2,"497 valley street",1,"6621030","5/14/07 0:00","9/18/08 0:00",40,"FALSE","9/18/08","Approved","BP ISSUED","D","Approved",493,1,0,0,"FALSE","FALSE","FALSE","TRUE",0,"FALSE",2,0,0,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"542",2006.1409,2,"2200 market street",20,"3560001","11/21/06 0:00","9/17/08 0:00",50,"TRUE","12/11/08","Approved","BP ISSUED","E","ER Complete",666,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,1,1,1,0,2006,2006,2008,"","",NA,0,NA,"","",NA,NA,"2","1","1","FALSE",2,"1"
"544",2007.1142,2,"2162 revere av",1,"5334016","1/4/08 0:00","9/11/08 0:00",40,"FALSE","9/11/08","Approved","0","C","Approved",251,0,0,0,"TRUE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,1,2007,2008,2008,"","",NA,1,NA,"","",NA,1,"1","1","1","FALSE",0,"0"
"545",2007.098,7,"220 golden gate av",74,"345004","8/13/07 0:00","9/10/08 0:00",80,"FALSE","9/10/08","Approved","0","V","Approved",394,0,1,0,"TRUE","TRUE","FALSE","FALSE",4,"FALSE",7,0,0,0,0,0,0,3,1,1,0,0,0,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"3","2","2","FALSE",1,"1"
"546",2007.1103,2,"3929 19th st",1,"3601072","9/20/07 0:00","8/27/08 0:00",40,"FALSE","8/27/08","Approved","0","V","Approved",342,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"548",2007.0081,4,"129 & 137 girard st",1,"5925025","1/16/07 0:00","8/26/08 0:00",40,"FALSE","6/5/08","Approved","0","V","Approved",588,0,1,0,"TRUE","TRUE","FALSE","FALSE",1,"FALSE",4,0,0,0,0,0,0,0,1,1,0,0,0,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"549",2008.0221,1,"414 vallejo st",1,"133012","2/25/08 0:00","8/20/08 0:00",40,"FALSE","8/20/08","Approved","CONSTRUCTION","V","Approved",177,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"550",2008.0286,1,"4801 mission st",6,"6272030","3/5/08 0:00","8/18/08 0:00",65,"FALSE","7/25/08","Approved","0","E","ER Complete",166,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,2008,2008,"","",NA,1,NA,"","",NA,NA,"1","2","1","FALSE",0,"0"
"551",2002.1302,6,"2235 03rd st",141,"4058010","12/24/02 0:00","8/14/08 0:00",68,"TRUE","7/11/06","","0","X","Approved",2060,0,2,0,"FALSE","FALSE","TRUE","FALSE",3,"FALSE",6,0,0,0,0,0,0,0,3,1,0,0,0,0,2002,2002,2008,"","",NA,0,NA,"","",NA,NA,"3","2","1","FALSE",6,"1"
"552",2006.1213,3,"5050 mission st",61,"6969001","9/29/06 0:00","8/14/08 0:00",65,"FALSE","8/14/08","Approved","BP Filed","C","Approved",685,0,1,1,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",3,0,0,0,0,0,0,0,0,1,1,0,1,0,2006,2006,2008,"","",NA,0,NA,"","",NA,NA,"3","2","1","FALSE",2,"1"
"553",2007.004,2,"1366 san bruno av",1,"4263007","2/1/07 0:00","8/14/08 0:00",40,"TRUE","8/14/08","Approved","BP Filed","V","Approved",560,0,0,0,"FALSE","TRUE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,0,1,0,1,1,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"556",2008.0711,2,"399 fremont st",452,"3747002","6/17/08 0:00","8/8/08 0:00",85,"TRUE","8/8/08","Approved","0","X","Approved",52,0,0,0,"FALSE","FALSE","TRUE","FALSE",1,"FALSE",2,0,0,0,0,0,0,1,0,1,0,0,0,0,2008,2008,2008,"Unclear, appears it's been reinstated by building","",NA,1,NA,"","",NA,NA,"3","2","2","FALSE",0,"1"
"557",2007.0598,1,"1662-1664 union st.",4,"528008","6/19/07 0:00","7/24/08 0:00",40,"FALSE","7/24/08","Approved","BP Filed","C","Approved",401,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,1,1,1,0,2007,2007,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",1,"0"
"559",2004.1245,4,"300 grant ave.",66,"287013","12/1/04 0:00","7/10/08 0:00",130,"FALSE","7/10/08","Approved","PL Approved","V","Approved",1317,0,1,0,"FALSE","TRUE","TRUE","FALSE",1,"FALSE",4,0,0,0,0,0,0,0,0,1,0,1,1,0,2004,2004,2008,"","",NA,0,NA,"","",NA,NA,"3","2","3","FALSE",4,"1"
"560",2007.0462,1,"1248 leavenworth st",2,"220027","5/16/07 0:00","7/10/08 0:00",65,"FALSE","11/6/07","Approved","0","C","Approved",421,0,0,0,"TRUE","FALSE","FALSE","FALSE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,0,0,0,0,2007,2007,2008,"","",NA,1,NA,"","",NA,NA,"1","2","1","TRUE",1,"0"
"561",2008.0135,3,"1248 leavenworth st",1,"220027","1/30/08 0:00","7/10/08 0:00",65,"FALSE","7/10/08","Approved","0","C","Approved",162,0,0,0,"TRUE","FALSE","FALSE","FALSE",2,"FALSE",3,0,1,0,0,0,0,1,1,1,0,0,0,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","2","1","TRUE",0,"0"
"563",2008.0664,1,"3418 26th st",6,"6529034","6/4/08 0:00","7/8/08 0:00",55,"TRUE","7/11/08","CEQA","0","E","ER Complete",34,1,0,0,"FALSE","FALSE","FALSE","FALSE",0,"FALSE",1,0,1,0,0,0,0,0,0,1,0,0,0,0,2008,2008,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","TRUE",0,"0"
"564",2006.0828,4,"1729 stockton st",2,"89007","7/10/06 0:00","7/3/08 0:00",40,"FALSE","5/29/08","Approved","0","V","Approved",724,1,0,0,"TRUE","TRUE","FALSE","FALSE",1,"FALSE",4,0,0,0,0,0,0,0,1,1,0,0,0,0,2006,2006,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",2,"0"
"566",2008.0207,1,"879 dolores st",1,"3618023","2/21/08 0:00","6/26/08 0:00",40,"FALSE","6/26/08","Approved","0","V","Approved",126,0,0,0,"FALSE","TRUE","FALSE","FALSE",0,"FALSE",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,2008,2008,"","",NA,1,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"567",2008.0665,2,"1045 texas street",3,"4224035","6/5/08 0:00","6/24/08 0:00",40,"TRUE","7/9/08","CEQA","0","E","ER Complete",19,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,1,0,0,0,0,1,0,0,0,0,2008,2008,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",0,"0"
"568",2005.0473,2,"1200 19th st",1,"4038009","5/16/05 0:00","6/18/08 0:00",40,"TRUE","7/14/08","Approved","0","E","ER Complete",1129,1,0,0,"FALSE","FALSE","FALSE","FALSE",1,"FALSE",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2005,2005,2008,"","",NA,0,NA,"","",NA,NA,"1","1","1","FALSE",3,"0"
